PREMIERE	ADV	premier
cappitaine	NOUN	capitaine
et	CCONJ	et
lui	PRON	lui
racompterent	VERB	raconter
la	DET	le
fourme	NOUN	forme
et	CCONJ	et
la	DET	le
manière	NOUN	manière
dont	PRON	dont
il	PRON	il
les	DET	le
avoit	VERB	avoir
bien	NOUN	bien
guidez	VERB	guider
et	CCONJ	et
menez	VERB	mener
à	ADP	à
leur	DET	leur
entreprinse	NOUN	entreprendre
.	PUNCT	.
Et	CCONJ	et
en	ADP	en
y	ADV	y
eut	VERB	avoir
ung	DET	un
entre	ADP	entre
les	DET	le
autres	PRON	autre
qui	PRON	qui
lui	PRON	lui
dist	VERB	dire
en	ADP	en
ma	DET	mon
presence	NOUN	présence
:	PUNCT	:
«	PUNCT	"
Certes	ADV	certes
,	PUNCT	,
cappitaine	NOUN	capitaine
,	PUNCT	,
le	DET	le
mieulx	ADV	mieux
entreprenant	VERB	entreprendre
de	ADP	de
ceans	ADV	ceans
et	CCONJ	et
le	DET	le
mieulx	ADV	mieux
guydant	NOUN	guider
sept	ADJ	sept
ou	CCONJ	ou
huit	NOUN	huit
compaignons	NOUN	compagnon
,	PUNCT	,
c'	CCONJ	ce
est	VERB	estre
le	DET	le
jeune	ADJ	jeune
homme	NOUN	homme
qui	PRON	qui
hersoir	NOUN	ersoir
nous	PRON	nous
mena	VERB	mener
prendre	VERB	prendre
les	DET	le
chevaulx	NOUN	cheval
.	PUNCT	.
Il	PRON	il
fut	VERB	être
si	ADV	si
subtil	NOUN	subtil
qu'	SCONJ	que
il	PRON	il
attendist	VERB	attendre
que	SCONJ	que
la	DET	le
porte	NOUN	porte
fut	VERB	être
fermée	NOUN	fermer
avant	ADV	avant
qu'	SCONJ	que
il	PRON	il
monstrast	VERB	montrer
ung	DET	un
seul	ADJ	sol
semblant	NOUN	semblant
de	ADP	de
vouloir	VERB	vouloir
partir	VERB	partir
.	PUNCT	.
Et	CCONJ	et
,	PUNCT	,
quant	SCONJ	cant
tout	DET	tout
fut	VERB	être
fermé	VERB	fermer
,	PUNCT	,
il	PRON	il
vint	VERB	venir
au	ADP.DET	a.le
lieutenant	NOUN	lieutenant
et	CCONJ	et
fist	VERB	faire
baisser	VERB	baisser
la	DET	le
planche	NOUN	planche
.	PUNCT	.
Puis	NOUN	puis
ysismes	NOUN	issir
dehors	ADP	defors
à	ADP	à
l'	DET	le
heure	NOUN	heure
que	SCONJ	que
la	DET	le
lune	NOUN	lune
rayoit	VERB	raiier
ja	ADV	ja
clere	ADJ	clair
et	CCONJ	et
serie	NOUN	estre
;	PUNCT	;
par	ADP	par
quoy	PRON	quoi
nous	PRON	nous
arrivasmes	NOUN	arriver
si	ADV	si
à	ADP	à
point	NOUN	point
au	ADP.DET	a.le
lieu	NOUN	lieu
où	ADV	où
estoient	VERB	estre
les	DET	le
chevaulx	NOUN	cheval
,	PUNCT	,
que	SCONJ	que
à	ADP	à
celle	DET	cil
heure	NOUN	heure
l'	DET	le
obscurité	NOUN	obscurité
de	ADP	de
la	DET	le
nuyt	NOUN	nuit
nous	PRON	nous
prinst	VERB	prendre
tellement	NOUN	tellement
que	SCONJ	que
à	ADP	à
peine	NOUN	peine
voyons	NOUN	voir
l'	DET	le
un	DET	un
l'	DET	le
autre	ADJ	autre
.	PUNCT	.
Si	ADV	si
entendismes	NOUN	entendre
le	DET	le
guet	NOUN	guet
de	ADP	de
Verset	PROPN	verset
parler	VERB	parler
sur	ADP	sur
le	DET	le
mur	NOUN	mur
;	PUNCT	;
et	CCONJ	et
disoient	VERB	dire
ceulx	PRON	cil
du	ADP.DET	de.le
guet	NOUN	guet
que	SCONJ	que
la	DET	le
joyeuse	ADJ	joyeux
de	ADP	de
ce	PRON	ce
mauvais	ADJ	mauvais
ribault	NOUN	ribaud
Thommesson	NOUN	tommesson
lui	PRON	lui
a	ADP	a
fourtraict	NOUN	fortraire
son	DET	son
paige	NOUN	page
et	CCONJ	et
ses	DET	son
chevaulx	NOUN	cheval
et	CCONJ	et
lui	PRON	lui
a	ADP	a
emporté	VERB	emporter
son	DET	son
argent	NOUN	argent
.	PUNCT	.
Mais	CCONJ	mais
je	PRON	je
vous	PRON	vous
asseure	NOUN	assurer
qu'	SCONJ	que
il	PRON	il
nous	PRON	nous
mena	VERB	mener
le	DET	le
plus	ADV	plus
subtillement	ADV	subtilement
du	ADP.DET	de.le
monde	NOUN	monde
;	PUNCT	;
car	CCONJ	car
,	PUNCT	,
depuis	ADV	depuis
que	SCONJ	que
nous	PRON	nous
partismes	NOUN	partiement
de	ADP	de
ceans	ADV	ceans
,	PUNCT	,
nous	PRON	nous
n'	ADV	ne
entrasmes	NOUN	entresamer
oncques	ADV	onques
en	ADP	en
grant	ADJ	grant
chemin	NOUN	chemin
;	PUNCT	;
mais	NOUN	mais
allasmes	NOUN	aller
par	ADP	par
sentiers	NOUN	sentier
non	NOUN	nom
hantez	VERB	hantes
et	CCONJ	et
pou	ADV	peu
batus	NOUN	batre
de	ADP	de
marcheiz	NOUN	marcher
de	ADP	de
gens	NOUN	gens
.	PUNCT	.
Si	ADV	si
passasmes	NOUN	passer
au	ADP.DET	a.le
dessus	ADV	dessus
de	ADP	de
la	DET	le
maison	NOUN	maison
de	ADP	de
ce	PRON	ce
bonhomme	ADJ	bonmement
,	PUNCT	,
qui	PRON	qui
demeure	NOUN	demeurer
en	ADP	en
la	DET	le
grande	ADJ	grand
lande	NOUN	lande
,	PUNCT	,
où	ADV	où
nous	PRON	nous
rencontrasmes	ADJ	rencontrer
l'	DET	le
autre	ADJ	autre
fois	NOUN	fois
ceulx	PRON	cil
de	ADP	de
Verset	PROPN	verset
,	PUNCT	,
quant	SCONJ	cant
il	PRON	il
y	ADV	y
eut	VERB	avoir
si	ADV	si
beau	ADJ	beau
hutin	ADJ	huitin
,	PUNCT	,
comme	SCONJ	comme
vous	PRON	vous
scavés	NOUN	savoir
.	PUNCT	.
Et	CCONJ	et
,	PUNCT	,
pour	ADP	pour
eviter	VERB	éviter
l'	DET	le
abbay	NOUN	abbaye
du	ADP.DET	de.le
petit	ADJ	petit
chien	NOUN	chien
de	ADP	de
l'	DET	le
hostel	NOUN	hôtel
,	PUNCT	,
il	PRON	il
prinst	VERB	prendre
la	DET	le
petite	ADJ	petit
route	NOUN	route
ou	CCONJ	ou
sentier	NOUN	sentier
qui	PRON	qui
va	VERB	aler
parmy	NOUN	parmi
le	DET	le
bois	NOUN	bois
à	ADP	à
main	NOUN	main
dextre	ADJ	dextre
,	PUNCT	,
et	CCONJ	et
oncques	ADV	onques
ne	ADV	ne
voullut	VERB	vouloir
traverser	VERB	traverser
le	DET	le
gueret	NOUN	guerre
ne	ADV	ne
païs	NOUN	päis
mol	DET	moul
,	PUNCT	,
de	ADP	de
paour	NOUN	peur
que	SCONJ	que
on	PRON	on
ne	ADV	ne
trouvast	VERB	trouver
nostre	DET	notre
trace	NOUN	trace
.	PUNCT	.
Mais	CCONJ	mais
toujours	NOUN	toujours
nous	PRON	nous
mena	VERB	mener
le	DET	le
païs	NOUN	päis
dur	NOUN	dur
.	PUNCT	.
Et	CCONJ	et
si	ADV	si
ne	ADV	ne
passasmes	NOUN	passer
oncques	ADV	onques
haye	NOUN	haie
,	PUNCT	,
qu'	SCONJ	que
il	PRON	il
ne	ADV	ne
demourast	VERB	demeurer
derrière	ADV	derrière
pour	ADP	pour
la	DET	le
relever	VERB	relever
,	PUNCT	,
s'	DET	soi
elle	PRON	elle
estoit	VERB	estre
foulée	NOUN	fouler
,	PUNCT	,
de	ADP	de
doubte	NOUN	doute
que	SCONJ	que
on	PRON	on
congneust	VERB	connaître
que	SCONJ	que
nous	PRON	nous
eussions	NOUN	avoir
passé	NOUN	passer
par	ADP	par
là	ADV	là
.	PUNCT	.
Et	CCONJ	et
,	PUNCT	,
se	PRON	se
nous	PRON	nous
ouvrions	NOUN	ouvrir
aucune	DET	aucun
heze	NOUN	häir
,	PUNCT	,
il	PRON	il
la	DET	le
refermoit	VERB	refermer
.	PUNCT	.
Touteffois	ADV	toutefois
,	PUNCT	,
quant	SCONJ	cant
nous	PRON	nous
eusmes	NOUN	avoir
bien	NOUN	bien
cheminé	VERB	cheminer
,	PUNCT	,
il	PRON	il
nous	PRON	nous
convint	VERB	convint
traverser	VERB	traverser
le	DET	le
grant	ADJ	grant
chemin	NOUN	chemin
qui	PRON	qui
arrive	NOUN	arriver
à	ADP	à
Verset	PROPN	verset
:	PUNCT	:
autrement	ADV	autrement
nous	PRON	nous
n'	ADV	ne
eussions	NOUN	avoir
point	NOUN	point
entré	VERB	entrer
où	ADV	où
estoient	VERB	estre
les	DET	le
chevaulx	NOUN	cheval
.	PUNCT	.
Mais	CCONJ	mais
,	PUNCT	,
quant	SCONJ	cant
nous	PRON	nous
fusmes	NOUN	être
oultre	ADP	outre
,	PUNCT	,
il	PRON	il
print	VERB	prendre
une	DET	un
espine	NOUN	espine
et	CCONJ	et
ung	DET	un
grant	ADJ	grant
raymeau	NOUN	rameau
et	CCONJ	et
le	DET	le
traigna	VERB	tragier
par	ADP	par
dessus	ADV	dessus
nostre	DET	notre
trace	NOUN	trace
,	PUNCT	,
si	ADV	si
que	SCONJ	que
oncques	ADV	onques
n'	ADV	ne
y	ADV	y
parut	VERB	paroir
.	PUNCT	.
Et	CCONJ	et
tant	ADV	tant
qu'	SCONJ	que
il	PRON	il
nous	PRON	nous
mist	VERB	metre
en	ADP	en
ung	DET	un
grant	ADJ	grant
buysson	NOUN	boussion
du	ADP.DET	de.le
costé	NOUN	côté
de	ADP	de
Verset	PROPN	verset
et	CCONJ	et
nous	PRON	nous
dist	VERB	dire
que	SCONJ	que
nous	PRON	nous
ne	ADV	ne
pouvyons	NOUN	pouvoir
estre	VERB	estre
descouvers	NOUN	descovrir
,	PUNCT	,
sinon	ADJ	sinon
qu'	SCONJ	que
il	PRON	il
ne	ADV	ne
vensist	VERB	venir
des	ADP.DET	de.le
chasseurs	NOUN	chasser
d'	ADP	de
aventure	NOUN	aventure
.	PUNCT	.
Et	CCONJ	et
pour	ADP	pour
ce	PRON	ce
,	PUNCT	,
à	ADP	à
son	DET	son
admonnestement	NOUN	adomminer
,	PUNCT	,
nous	PRON	nous
demourasmes	NOUN	demeurer
embuschés	NOUN	embûcher
ung	DET	un
jour	NOUN	jour
tout	DET	tout
entier	ADJ	entier
jusques	ADP	jusque
à	ADP	à
la	DET	le
lune	NOUN	lune
levée	VERB	lever
.	PUNCT	.
Et	CCONJ	et
,	PUNCT	,
quant	SCONJ	cant
nous	PRON	nous
veismes	NOUN	voir
nostre	DET	notre
point	NOUN	point
,	PUNCT	,
nous	PRON	nous
prensismes	ADJ	prendre
les	DET	le
chevaulx	NOUN	cheval
et	CCONJ	et
nous	PRON	nous
en	ADP	en
venismes	ADJ	venir
.	PUNCT	.
Si	ADV	si
vous	PRON	vous
certiffie	NOUN	certifier
,	PUNCT	,
cappitaine	NOUN	capitaine
,	PUNCT	,
qu'	SCONJ	que
il	PRON	il
est	VERB	estre
homme	NOUN	homme
hardy	ADJ	hardi
et	CCONJ	et
subtil	NOUN	subtil
et	CCONJ	et
prudent	NOUN	prudendre
en	ADP	en
tous	DET	tout
ses	DET	son
faiz	VERB	fait
.	PUNCT	.
Car	CCONJ	car
il	PRON	il
vient	VERB	venir
à	ADP	à
chief	NOUN	chief
de	ADP	de
toutes	DET	tout
ses	DET	son
entreprinses	NOUN	entreprendre
et	CCONJ	et
,	PUNCT	,
s'	DET	soi
il	PRON	il
avoit	VERB	avoir
du	ADP.DET	de.le
harnois	NOUN	harnais
,	PUNCT	,
je	PRON	je
croy	NOUN	croire
qu'	SCONJ	que
il	PRON	il
feroit	VERB	faire
merveilles	NOUN	merveille
.	PUNCT	.
»	PUNCT	"
Adonc	ADV	adonc
le	DET	le
cappitaine	NOUN	capitaine
,	PUNCT	,
oyant	VERB	öir
la	DET	le
prouesse	NOUN	prouesse
,	PUNCT	,
subtillité	NOUN	subtilité
et	CCONJ	et
bonne	ADJ	bon
dilligence	NOUN	diligence
de	ADP	de
ce	PRON	ce
jeune	ADJ	jeune
compaignon	NOUN	compagnon
,	PUNCT	,
si	ADV	si
luy	PRON	lui
donna	VERB	donner
l'	DET	le
une	DET	un
de	ADP	de
ses	DET	son
cuyrasses	NOUN	cuirasse
;	PUNCT	;
car	CCONJ	car
il	PRON	il
en	ADP	en
avoit	VERB	avoir
deux	DET	deux
;	PUNCT	;
dont	PRON	dont
le	DET	le
povre	ADJ	pauvre
gentilhomme	NOUN	gentilhomme
moult	ADV	moult
grandement	NOUN	grandement
le	DET	le
mercya	VERB	mercier
.	PUNCT	.
Et	CCONJ	et
ainsi	ADV	ainsi
eut	VERB	avoir
-	PUNCT	-
il	PRON	il
cheval	NOUN	cheval
et	CCONJ	et
harnoys	NOUN	harnais
,	PUNCT	,
la	DET	le
mercy	NOUN	merci
Dieu	PROPN	dieu
!	PUNCT	!
dont	PRON	dont
il	PRON	il
fut	VERB	être
moult	ADV	moult
joyeulx	NOUN	joyeux
et	CCONJ	et
lui	PRON	lui
enforça	VERB	enforcer
le	DET	le
couraige	NOUN	courage
de	ADP	de
mieulx	ADV	mieux
faire	VERB	faire
que	SCONJ	que
devant	ADP	devant
.	PUNCT	.
Après	ADP	après
ces	DET	ce
choses	NOUN	chose
ouyes	VERB	ouïr
,	PUNCT	,
le	DET	le
cappitaine	NOUN	capitaine
de	ADP	de
Luc	PROPN	luc
se	PRON	se
advisa	VERB	aviser
de	ADP	de
chevaulchier	VERB	chevauchier
.	PUNCT	.
Si	ADV	si
assembla	VERB	assembler
la	DET	le
garnison	NOUN	garnison
et	CCONJ	et
furent	VERB	estre
environ	ADP	environ
XV	DET	sovent
chevaulx	NOUN	cheval
.	PUNCT	.
Puis	NOUN	puis
partirent	VERB	partir
du	ADP.DET	de.le
chasteau	NOUN	château
après	ADV	après
porte	NOUN	porte
fermée	NOUN	fermer
,	PUNCT	,
ainsi	ADV	ainsi
que	SCONJ	que
avoit	VERB	avoir
fait	VERB	faire
le	DET	le
jeune	ADJ	jeune
homme	NOUN	homme
,	PUNCT	,
duquel	ADP.DET	de.lequel
touche	NOUN	toucher
principallement	ADV	principalement
ce	PRON	ce
present	NOUN	présent
traictié	VERB	traité
,	PUNCT	,
et	CCONJ	et
tindrent	VERB	tenir
la	DET	le
manière	NOUN	manière
de	ADP	de
trayner	VERB	trainer
ung	DET	un
rameau	NOUN	rameter
pour	ADP	pour
couvrir	VERB	couvrir
leur	DET	leur
tract	NOUN	tract
.	PUNCT	.
Et	CCONJ	et
chevaucherent	VERB	chevaucher
tant	ADV	tant
qu'	SCONJ	que
ilz	PRON	il
passerent	VERB	passer
oultre	ADP	outre
Verset	PROPN	verset
,	PUNCT	,
et	CCONJ	et
arriverent	VERB	arriver
en	ADP	en
ung	DET	un
fort	ADJ	fort
buisson	NOUN	buisson
,	PUNCT	,
où	ADV	où
ilz	PRON	il
ordonnerent	VERB	ordonner
leur	DET	leur
embusche	NOUN	embûche
devant	ADP	devant
l'	DET	le
aube	NOUN	aube
crevant	NOUN	crever
.	PUNCT	.
Si	ADV	si
estoit	VERB	estre
ce	PRON	ce
buisson	NOUN	buisson
entre	ADP	entre
deux	DET	deux
places	NOUN	place
tenant	VERB	tenir
le	DET	le
party	VERB	partir
de	ADP	de
Verset	PROPN	verset
.	PUNCT	.
Pour	ADP	pour
quoy	PRON	quoi
firent	VERB	faire
monter	VERB	monter
ung	DET	un
homme	NOUN	homme
en	ADP	en
ung	DET	un
arbre	NOUN	arbre
,	PUNCT	,
pour	ADP	pour
veoir	VERB	vëoir
se	PRON	se
riens	NOUN	rien
passoit	VERB	passer
de	ADP	de
l'	DET	le
un	DET	un
à	ADP	à
l'	DET	le
autre	ADJ	autre
.	PUNCT	.
Puis	NOUN	puis
ordonnerent	VERB	ordonner
deux	DET	deux
hommes	NOUN	homme
à	ADP	à
garder	VERB	garder
l'	DET	le
entrée	NOUN	entrée
de	ADP	de
ce	PRON	ce
buisson	NOUN	buisson
pour	ADP	pour
les	DET	le
garder	VERB	garder
d'	ADP	de
estre	VERB	estre
surprins	VERB	surprendre
par	ADP	par
derrière	ADV	derrière
;	PUNCT	;
et	CCONJ	et
ainsi	ADV	ainsi
passerent	VERB	passer
la	DET	le
journée	VERB	journée
jusques	ADP	jusque
au	ADP.DET	a.le
soir	NOUN	soir
.	PUNCT	.
Quant	SCONJ	cant
vint	VERB	venir
le	DET	le
vespre	NOUN	vespre
et	CCONJ	et
le	DET	le
solleil	NOUN	soleil
commença	VERB	commencer
à	ADP	à
esconsser	VERB	esconser
ses	DET	son
rays	NOUN	rai
,	PUNCT	,
pour	ADP	pour
donner	VERB	donner
lieu	NOUN	lieu
à	ADP	à
la	DET	le
clarté	NOUN	clarté
de	ADP	de
la	DET	le
lune	NOUN	lune
,	PUNCT	,
qui	PRON	qui
est	VERB	estre
l'	DET	le
heure	NOUN	heure
que	SCONJ	que
toutes	DET	tout
bestes	NOUN	beste
prennent	VERB	prendre
repos	NOUN	repos
et	CCONJ	et
cuident	VERB	cuidier
estre	VERB	estre
en	ADP	en
sceurté	NOUN	savoir
,	PUNCT	,
dont	PRON	dont
souvent	DET	souvent
sont	VERB	estre
deçeues	VERB	decevoir
,	PUNCT	,
ainsi	ADV	ainsi
qu'	SCONJ	que
il	PRON	il
appert	ADJ	apparoir
de	ADP	de
l'	DET	le
oustarde	NOUN	outraine
et	CCONJ	et
d'	ADP	de
autres	PRON	autre
oyseaulx	NOUN	oiseau
,	PUNCT	,
semblablement	ADV	semblablement
aussi	ADV	aussi
de	ADP	de
plusieurs	DET	plusieurs
reptibles	NOUN	reptilement
de	ADP	de
la	DET	le
terre	NOUN	terre
,	PUNCT	,
qui	PRON	qui
sont	VERB	estre
prins	NOUN	prendre
et	CCONJ	et
deçeuz	ADP	decevoir
par	ADP	par
la	DET	le
fiance	NOUN	fïance
de	ADP	de
la	DET	le
nuyt	NOUN	nuit
,	PUNCT	,
meismement	ADV	mêmement
les	DET	le
hommes	NOUN	homme
surprendent	VERB	surprendre
l'	DET	le
un	DET	un
l'	DET	le
autre	ADJ	autre
et	CCONJ	et
se	PRON	se
font	VERB	faire
les	DET	le
trahisons	NOUN	trahison
et	CCONJ	et
perilleuses	ADJ	perillos
entreprinses	NOUN	entreprendre
,	PUNCT	,
lors	ADV	lors
advint	VERB	advenir
qu'	SCONJ	que
il	PRON	il
passa	VERB	passer
une	DET	un
compaignie	NOUN	compagnie
de	ADP	de
gens	NOUN	gens
de	ADP	de
Verset	PROPN	verset
,	PUNCT	,
qui	PRON	qui
estoient	VERB	estre
environ	ADP	environ
vingt	DET	vingt
chevaulx	NOUN	cheval
.	PUNCT	.
Et	CCONJ	et
,	PUNCT	,
quant	SCONJ	cant
ceulx	PRON	cil
de	ADP	de
l'	DET	le
embusche	NOUN	embûche
les	DET	le
apperçeurent	VERB	apercevoir
,	PUNCT	,
dirent	VERB	dire
au	ADP.DET	a.le
cappitaine	NOUN	capitaine
:	PUNCT	:
«	PUNCT	"
Regardez	VERB	regarder
,	PUNCT	,
cappitaine	NOUN	capitaine
;	PUNCT	;
veez	VERB	vëoir
-	PUNCT	-
là	ADV	là
gens	NOUN	gens
.	PUNCT	.
Qu'	CCONJ	que
est	VERB	estre
-	PUNCT	-
il	PRON	il
de	ADP	de
faire	VERB	faire
?	PUNCT	?
Vous	PRON	vous
voyez	NOUN	voir
qu'	SCONJ	que
ilz	PRON	il
sont	VERB	estre
en	ADP	en
plus	ADV	plus
grant	ADJ	grant
nombre	NOUN	nombre
que	SCONJ	que
nous	PRON	nous
ne	ADV	ne
sommes	NOUN	somme
,	PUNCT	,
et	CCONJ	et
seroit	VERB	estre
grant	ADJ	grant
dangier	NOUN	danger
de	ADP	de
les	DET	le
assaillir	VERB	assalir
;	PUNCT	;
car	CCONJ	car
cellui	DET	cil
est	VERB	estre
fol	ADJ	fol
,	PUNCT	,
qui	PRON	qui
se	PRON	se
presume	NOUN	présumer
plus	ADV	plus
valloir	NOUN	valoir
qu'	SCONJ	que
un	DET	un
autre	ADJ	autre
.	PUNCT	.
»	PUNCT	"
-	PUNCT	-
«	PUNCT	"
Ha-a	PROPN	hal
!	PUNCT	!
dist	VERB	dire
le	DET	le
cappitaine	NOUN	capitaine
,	PUNCT	,
n'	ADV	ne
ayons	VERB	avoir
regard	NOUN	regard
à	ADP	à
cela	DET	cela
.	PUNCT	.
On	PRON	on
ne	ADV	ne
doit	VERB	devoir
riens	NOUN	rien
presumer	NOUN	présurme
de	ADP	de
soy	PRON	soi
;	PUNCT	;
mais	NOUN	mais
soubz	NOUN	sous
la	DET	le
fiance	NOUN	fïance
de	ADP	de
Dieu	PROPN	dieu
peult	VERB	pouvoir
-	PUNCT	-
on	PRON	on
beaucoup	ADV	beaucoup
entreprendre	VERB	entreprendre
;	PUNCT	;
car	CCONJ	car
il	PRON	il
est	VERB	estre
escript	VERB	écrire
que	SCONJ	que
les	DET	le
grandes	ADJ	grand
victoires	NOUN	victoire
ne	ADV	ne
se	PRON	se
font	VERB	faire
pas	NOUN	pas
tousjours	ADV	toujours
par	ADP	par
multitude	NOUN	multitude
de	ADP	de
gens	NOUN	gens
,	PUNCT	,
mais	NOUN	mais
soubz	NOUN	sous
la	DET	le
crainte	NOUN	crainte
de	ADP	de
Dieu	PROPN	dieu
et	CCONJ	et
en	ADP	en
bonne	ADJ	bon
prudence	NOUN	prudence
et	CCONJ	et
avecques	ADP	avec
meure	NOUN	mourir
deliberation	NOUN	délibération
.	PUNCT	.
Pour	ADP	pour
lesquelles	DET	lequel
causes	NOUN	cause
nous	PRON	nous
avons	VERB	avoir
bel	ADJ	bel
advantaige	NOUN	avantage
sur	ADP	sur
eulx	PRON	eux
;	PUNCT	;
car	CCONJ	car
nous	PRON	nous
sommes	NOUN	somme
advertis	VERB	avertir
de	ADP	de
nostre	DET	notre
fait	VERB	faire
,	PUNCT	,
et	CCONJ	et
ilz	PRON	il
ne	ADV	ne
se	PRON	se
doubtent	VERB	douter
de	ADP	de
riens	NOUN	rien
.	PUNCT	.
Pour	ADP	pour
ce	PRON	ce
je	PRON	je
conseille	NOUN	conseiller
que	SCONJ	que
on	PRON	on
les	DET	le
lesse	VERB	laissier
entrer	VERB	entrer
au	ADP.DET	a.le
couvert	VERB	couvert
;	PUNCT	;
et	CCONJ	et
adonc	ADV	adonc
partirons	NOUN	partir
de	ADP	de
nostre	DET	notre
embusche	NOUN	embûche
et	CCONJ	et
nous	PRON	nous
mettrons	NOUN	mettre
sur	ADP	sur
leur	DET	leur
train	NOUN	train
;	PUNCT	;
ainsi	ADV	ainsi
seront	VERB	estre
avec	ADP	avec
eulx	PRON	eux
avant	ADV	avant
qu'	SCONJ	que
ilz	PRON	il
en	ADP	en
sachent	VERB	savoir
riens	NOUN	rien
;	PUNCT	;
et	CCONJ	et
les	DET	le
destrousserons	NOUN	destrousser
à	ADP	à
nostre	DET	notre
plaisir	NOUN	plaisir
,	PUNCT	,
se	PRON	se
Dieu	PROPN	dieu
plaist	NOUN	plaire
.	PUNCT	.
»	PUNCT	"
Lequel	DET	lequel
conseil	NOUN	conseil
fut	VERB	être
approuvé	VERB	approuver
de	ADP	de
tous	DET	tout
et	CCONJ	et
tenu	VERB	tenir
.	PUNCT	.
Et	CCONJ	et
Dieu	PROPN	dieu
scet	VERB	savoir
comme	SCONJ	comme
nostre	DET	notre
jeune	ADJ	jeune
homme	NOUN	homme
se	PRON	se
porta	VERB	porter
vaillamment	NOUN	vaillamment
en	ADP	en
ceste	DET	cest
destrousse	NOUN	destrous
;	PUNCT	;
car	CCONJ	car
la	DET	le
presence	NOUN	présence
de	ADP	de
son	DET	son
cappitaine	NOUN	capitaine
et	CCONJ	et
le	DET	le
don	PRON	dont
qu'	SCONJ	que
il	PRON	il
lui	PRON	lui
avoit	VERB	avoir
fait	VERB	faire
de	ADP	de
sa	DET	son
cuirasse	VERB	cuirasse
lui	PRON	lui
doublerent	VERB	doubler
coeur	NOUN	coeur
et	CCONJ	et
hardement	NOUN	hardement
de	ADP	de
bien	NOUN	bien
faire	VERB	faire
.	PUNCT	.
Mais	CCONJ	mais
,	PUNCT	,
après	ADV	après
qu'	SCONJ	que
ilz	PRON	il
eurent	VERB	avoir
prins	NOUN	prendre
leur	DET	leur
proye	NOUN	priier
,	PUNCT	,
ilz	PRON	il
s'	DET	soi
en	ADP	en
retournerent	VERB	retourner
ou	CCONJ	ou
chastel	NOUN	chastel
de	ADP	de
Luc	PROPN	luc
,	PUNCT	,
où	ADV	où
j'	PRON	je
estoye	VERB	être
aux	ADP.DET	à.le
fenestres	NOUN	fenestre
en	ADP	en
les	DET	le
attendant	VERB	attendre
.	PUNCT	.
Si	ADV	si
les	DET	le
apperceuz	VERB	apercevoir
venir	VERB	venir
;	PUNCT	;
et	CCONJ	et
,	PUNCT	,
en	ADP	en
venant	VERB	venir
,	PUNCT	,
firent	VERB	faire
leur	DET	leur
avant	ADV	avant
-	PUNCT	-
garde	NOUN	garde
de	ADP	de
cincq	DET	cinq
hommes	NOUN	homme
,	PUNCT	,
desquelz	DET	de.lequel
l'	DET	le
un	DET	un
estoit	VERB	estre
ung	DET	un
petit	ADJ	petit
plus	ADV	plus
loin	NOUN	loi
devant	ADP	devant
les	DET	le
autres	PRON	autre
pour	ADP	pour
escouter	VERB	écouter
.	PUNCT	.
Ainsi	ADV	ainsi
ne	ADV	ne
demourerent	VERB	demeurer
que	SCONJ	que
dix	DET	dix
en	ADP	en
la	DET	le
principalle	NOUN	principal
route	NOUN	route
;	PUNCT	;
et	CCONJ	et
encores	ADV	encore
de	ADP	de
ces	DET	ce
dix	DET	dix
les	DET	le
deux	DET	deux
furent	VERB	estre
mys	VERB	mettre
derrière	ADV	derrière
,	PUNCT	,
pour	ADP	pour
guetter	VERB	guetter
que	SCONJ	que
on	PRON	on
ne	ADV	ne
les	DET	le
sieuvyst	VERB	suivre
;	PUNCT	;
et	CCONJ	et
,	PUNCT	,
en	ADP	en
eulx	PRON	eux
retournant	VERB	retourner
,	PUNCT	,
approucherent	VERB	approcher
le	DET	le
plus	ADV	plus
pres	ADV	près
de	ADP	de
Verset	PROPN	verset
qu'	SCONJ	que
ilz	PRON	il
peurent	VERB	pouvoir
;	PUNCT	;
car	CCONJ	car
ilz	PRON	il
se	PRON	se
doubtoient	VERB	douter
bien	NOUN	bien
que	SCONJ	que
on	PRON	on
les	DET	le
guetteroit	NOUN	guetter
plustost	ADV	plutôt
loing	ADV	loing
que	SCONJ	que
pres	ADV	près
.	PUNCT	.
Ainsi	ADV	ainsi
passerent	VERB	passer
leur	DET	leur
chemin	NOUN	chemin
,	PUNCT	,
tant	ADV	tant
qu'	SCONJ	que
ilz	PRON	il
approucherent	VERB	approcher
de	ADP	de
Luc	PROPN	luc
.	PUNCT	.
Et	CCONJ	et
je	PRON	je
regarday	VERB	regarder
leur	DET	leur
façon	NOUN	façon
et	CCONJ	et
leur	DET	leur
contenance	NOUN	contenance
.	PUNCT	.
Si	ADV	si
apperçeu	VERB	apercevoir
le	DET	le
premier	ADJ	premier
venant	VERB	venir
,	PUNCT	,
qui	PRON	qui
hucha	VERB	hucher
le	DET	le
guet	NOUN	guet
en	ADP	en
demandant	VERB	demander
s'	DET	soi
ilz	PRON	il
avoient	VERB	avoir
riens	NOUN	rien
ouy	VERB	ouïr
;	PUNCT	;
et	CCONJ	et
leur	DET	leur
dist	VERB	dire
qu'	SCONJ	que
ilz	PRON	il
feissent	VERB	faire
habillier	VERB	habiller
et	CCONJ	et
armer	VERB	armer
ceulx	PRON	cil
de	ADP	de
dedens	ADP	dedans
;	PUNCT	;
car	CCONJ	car
ses	DET	son
compaignons	NOUN	compagnon
venoient	VERB	venir
