form	def_pos	def_lemma	def_morph	source	UPOS	pos
uns	DETcar	uns	_	FROLEX	DET	
sout	VERcjg	seoir	_	FROLEX	VER	
sout	VERcjg	soudre	_	FROLEX	VER	
sout	VERcjg	souloir	_	FROLEX	VER	
sue	NCO	sue	_	FROLEX	NCO	
sue	PRO	süer	_	FROLEX	PRO	
sue	NCO	su	fem	FROLEX	NCO	
sue	NCO	sue	fem	FROLEX	NCO	
sue	NCO	su	masc	FROLEX	NCO	
sue	NCO	sue	masc	FROLEX	NCO	
sue	VER	suer	_	FROLEX	VER	
sout	VER	souloir	_	FROLEX	VER	
sout	VER	soudre	_	FROLEX	VER	
sout	VER	seoir	_	FROLEX	VER	
s'	ADVgen	si	_	FROLEX	ADV	
s'	CONsub	se	_	FROLEX	CON	
s'	PROper	son	per	FROLEX	PRO	
s'	PRO	son	per	FROLEX	PRO	
s'	PROpos	son	per	FROLEX	PRO	
serrunt	VER	estre	_	FROLEX	VER	
serrunt	VER	être	_	FROLEX	VER	
sout	VER	savoir	_	FROLEX	VER	
tue	VERcjg	tuer	_	FROLEX	VER	
tenue	NCO	tenu	masc	FROLEX	NCO	
tenue	NCO	tenue	masc	FROLEX	NCO	
tenue	NCO	tenu	fem	FROLEX	NCO	
tu	PROind	toi	per	FROLEX	PRO	
tu	PRO	toi	_	FROLEX	PRO	
tu	VERcjg	taire	_	FROLEX	VER	
tu	VERcjg	tüer	_	FROLEX	VER	
tue	VER	taire	_	FROLEX	VER	
tue	PRO	tuen	_	FROLEX	PRO	
tue	VER	tuer	_	FROLEX	VER	
tu	VER	tüer	_	FROLEX	VER	
tenue	NCO	tenue	_	FROLEX	NCO	
tenue	NCO	tenu	_	FROLEX	NCO	
sun	VER	être	_	FROLEX	VER	
sun	VERcjg	estre	_	FROLEX	VER	
sun	VERcjg	être	_	FROLEX	VER	
sun	NCO	suint	masc	FROLEX	NCO	
suz	ADV	sus	_	FROLEX	ADV	
suz	ADV	soz	_	FROLEX	ADV	
suz	NCO	su	masc	FROLEX	NCO	
menur	NCO	mineur	_	FROLEX	NCO	
desuz	ADV	dessus	_	FROLEX	ADV	
desuz	PRE	dessus	_	FROLEX	PRE	
desuz	NCO	désus	masc	FROLEX	NCO	
desuz	NCO	dessus	_	FROLEX	NCO	
desuz	ADVgen	dessous	_	FROLEX	ADV	
desuz	ADVgen	dessus	_	FROLEX	ADV	
dous	ADJcar	doux	_	FROLEX	ADJ	
desuz	NCO	désus	_	FROLEX	NCO	
dous	ADJ	doux	_	FROLEX	ADJ	
desus	NCO	dessus	_	FROLEX	NCO	
curuciez	VERcjg	curucier	_	FROLEX	VER	
descendue	VERppe	descendre	_	FROLEX	VER	
descendue	NCO	descendue	_	FROLEX	NCO	
desus	NCO	désus	masc	FROLEX	NCO	
desure	PRE	dessure	_	FROLEX	PRE	
desus	ADV	dessus	_	FROLEX	ADV	
desus	NCO	dessus	masc	FROLEX	NCO	
dous	ADJqua	doux	ord	FROLEX	ADJ	
dous	NCO	deuil	masc	FROLEX	NCO	
dune	NCO	dune	fem	FROLEX	NCO	
eisuz	VER	issir	_	FROLEX	VER	
menur	ADJqua	mineur	_	FROLEX	ADJ	
encuntre	NCO	encontre	fem	FROLEX	NCO	
eisud	VER	issir	_	FROLEX	VER	
dous	ADJcar	doux	ord	FROLEX	ADJ	
dun	DET	dun	_	FROLEX	DET	
dun	NCO	don	_	FROLEX	NCO	
dui	VER	devoir	_	FROLEX	VER	
dui	VER	dire	_	FROLEX	VER	
dui	VER	duire	_	FROLEX	VER	
dui	NCO	duit	_	FROLEX	NCO	
dui	VERcjg	deus	_	FROLEX	VER	
dui	VERcjg	devoir	_	FROLEX	VER	
dui	VERcjg	dire	_	FROLEX	VER	
duit	VER	devoir	_	FROLEX	VER	
duit	VER	duire	_	FROLEX	VER	
duit	NCO	duit	masc	FROLEX	NCO	
duit	NCO	duit	masc|fem	FROLEX	NCO	
duit	VERppe	devoir	_	FROLEX	VER	
duit	VERppe	duire	_	FROLEX	VER	
dui	VERcjg	duire	_	FROLEX	VER	
autel	ADVgen	autant	_	FROLEX	ADV	
autel	ADVgen	autel	_	FROLEX	ADV	
autel	NCO	autel	masc	FROLEX	NCO	
autel	ADV	autant	_	FROLEX	ADV	
autel	ADV	autel	_	FROLEX	ADV	
autel	ADVgen	autant	_	FROLEX	ADV	
autel	ADVgen	autel	_	FROLEX	ADV	
autel	NCO	autel	masc	FROLEX	NCO	
autre	PRO	autre	ind	FROLEX	PRO	
autre	PROind	autre	ind	FROLEX	PRO	
amunt	ADV	amont	_	FROLEX	ADV	
amunt	NCO	amont	masc	FROLEX	NCO	
amunt	ADV	amont	_	FROLEX	ADV	
asur	NCO	azur	masc	FROLEX	NCO	
amunt	NCO	amont	masc	FROLEX	NCO	
aparut	VERcjg	apparoir	_	FROLEX	VER	
aparut	VERcjg	apparoir	_	FROLEX	VER	
assur	NCO	azur	_	FROLEX	NCO	
avenu	VERppe	avenir	_	FROLEX	VER	
c'	CONcoo	que/	_	FROLEX	CON	
c'	CONsub	ce	_	FROLEX	CON	
c'	CONsub	que	_	FROLEX	CON	
c'	CONsub	que/	_	FROLEX	CON	
c'	CONcoo	ce	_	FROLEX	CON	
cuillir	VER	cueillir	_	FROLEX	VER	
cuilir	VER	clore	_	FROLEX	VER	
cuilir	VER	cueillir	_	FROLEX	VER	
cunduit	NCO	conduit	masc	FROLEX	NCO	
cues	NCO	choix	_	FROLEX	NCO	
avenu	NCO	avenu	_	FROLEX	NCO	
c'	CONsubs	que/	_	FROLEX	CON	
c'	CONsubs	ce	_	FROLEX	CON	
bues	VER	buer	_	FROLEX	VER	
bues	NCO	buie	fem	FROLEX	NCO	
bues	NCO	boeuf	_	FROLEX	NCO	
bues	NCO	buie	_	FROLEX	NCO	
bues	NCO	boeuf	masc	FROLEX	NCO	
bues	NCO	buie	masc	FROLEX	NCO	
c'	CONsubs	que	_	FROLEX	CON	
c'	CON	que	_	FROLEX	CON	
c'	CON	que/	_	FROLEX	CON	
c'	PROrel	que	per	FROLEX	PRO	
c'	PROint|ADVgen	que	per	FROLEX	PRO	
c'	PROint	que	per	FROLEX	PRO	
c'	PRO	que	_	FROLEX	PRO	
c'	CON	ce	_	FROLEX	CON	
encuntre	ADV	encontre	_	FROLEX	ADV	
enui	NCO	ennui	_	FROLEX	NCO	
lu	PROper	le	per	FROLEX	PRO	
lu	PROper	lui	per	FROLEX	PRO	
lui	PRO	lui	_	FROLEX	PRO	
lui	VER	luire	_	FROLEX	VER	
lu	PRO	le	per	FROLEX	PRO	
lui	VERcjg	lire	_	FROLEX	VER	
lui	PROper	loi	per	FROLEX	PRO	
lui	PROper	lui	per	FROLEX	PRO	
lui	PRO	loi	per	FROLEX	PRO	
lui	PROind	lui	per	FROLEX	PRO	
lui	PRO	lui	_	FROLEX	PRO	
lui	VERcjg	luire	_	FROLEX	VER	
lu	NCO	lieu	_	FROLEX	NCO	
lu	PRO	lui	_	FROLEX	PRO	
jur	NCO	jour	masc	FROLEX	NCO	
ennui	NCO	ennui	masc	FROLEX	NCO	
l'	PROper	lui	per	FROLEX	PRO	
l'	PRO	li	per	FROLEX	PRO	
l'	PROind	lui	per	FROLEX	PRO	
l'	DETcar|DETind	le	def	FROLEX	DET	
l'	PRO	li	_	FROLEX	PRO	
l'	PRO	lui	_	FROLEX	PRO	
l'	DETdef	le	def	FROLEX	DET	
lu	PRO	le	_	FROLEX	PRO	
lu	NCO	lieu	masc	FROLEX	NCO	
lu	NCO	loup	masc	FROLEX	NCO	
lui	VER	luire	_	FROLEX	VER	
lui	VERcjg	lire	_	FROLEX	VER	
lui	PROper	loi	per	FROLEX	PRO	
mez	ADV	mais	_	FROLEX	ADV	
mez	NCO	mes	_	FROLEX	NCO	
mez	NCO	metre	_	FROLEX	NCO	
mez	VER	metre	_	FROLEX	VER	
mez	NCO	mets	_	FROLEX	NCO	
mez	VERcjg	manoir	_	FROLEX	VER	
mez	VERcjg	metre	_	FROLEX	VER	
mez	VERcjg	mettre	_	FROLEX	VER	
mez	NCO	mais	masc	FROLEX	NCO	
mez	NCO	mes	masc	FROLEX	NCO	
mez	NCO	metre	masc	FROLEX	NCO	
mez	NCO	mets	masc	FROLEX	NCO	
mez	VER	mettre	_	FROLEX	VER	
m'	PRO	me	per	FROLEX	PRO	
m'	PROper	mon	per	FROLEX	PRO	
lui	PROper	lui	per	FROLEX	PRO	
lui	PRO	loi	per	FROLEX	PRO	
lui	PROind	lui	per	FROLEX	PRO	
lune	NCO	lune	fem	FROLEX	NCO	
lut	VER	loisir	_	FROLEX	VER	
lut	NCO	luth	masc	FROLEX	NCO	
lut	VERcjg	lire	_	FROLEX	VER	
lut	VERcjg	loisir	_	FROLEX	VER	
lut	NCO	lut	_	FROLEX	NCO	
lut	NCO	luth	_	FROLEX	NCO	
m'	PRO	me	_	FROLEX	PRO	
m'	PRO	mon	_	FROLEX	PRO	
m'	PROper	me	per	FROLEX	PRO	
lui	VERcjg	luire	_	FROLEX	VER	
jut	VERcjg	gésir	_	FROLEX	VER	
estue	NCO	éteuf	_	FROLEX	NCO	
esturent	VERcjg	estovoir	_	FROLEX	VER	
estut	VERcjg	estovoir	_	FROLEX	VER	
estut	VER	ester	_	FROLEX	VER	
estut	VER	estovoir	_	FROLEX	VER	
juintes	VERppe	joindre	_	FROLEX	VER	
frunt	NCO	front	_	FROLEX	NCO	
fu	NCO	feu	masc	FROLEX	NCO	
enui	NCO	enui	_	FROLEX	NCO	
enui	NCO	ennui	masc	FROLEX	NCO	
enui	NCO	enui	masc	FROLEX	NCO	
entr'	VER	entraider	_	FROLEX	VER	
entr'	VER	entraimer	_	FROLEX	VER	
entr'	VER	entr'aproismier	_	FROLEX	VER	
entr'	VER	entrencontrer	_	FROLEX	VER	
entr'	VER	entroccire	_	FROLEX	VER	
entur	ADV	entour	_	FROLEX	ADV	
entur	ADVgen	entor	_	FROLEX	ADV	
entur	ADVgen	entour	_	FROLEX	ADV	
eslue	VER	élire	_	FROLEX	VER	
esmut	NCO	esmut	_	FROLEX	NCO	
esmut	VER	émouvoir	_	FROLEX	VER	
fui	VERppe	être	_	FROLEX	VER	
fruiz	NCO	fruit	_	FROLEX	NCO	
fui	NCO	fuie	fem	FROLEX	NCO	
fui	VER	être	_	FROLEX	VER	
huche	NCO	huche	masc	FROLEX	NCO	
huche	NCO	huche	fem	FROLEX	NCO	
fust	VERcjg	fût	_	FROLEX	VER	
juges	NCO	juge	_	FROLEX	NCO	
jugier	NCO	gésier	masc	FROLEX	NCO	
jugier	VER	juger	_	FROLEX	VER	
juintes	VERppe	joindre	_	FROLEX	VER	
fust	NCO	fût	_	FROLEX	NCO	
idles	NCO	île	masc|fem	FROLEX	NCO	
fuie	VERppe	fuir	_	FROLEX	VER	
fuie	VERcjg	fuir	_	FROLEX	VER	
fuie	NCO	fuie	fem	FROLEX	NCO	
funz	NCO	font	masc	FROLEX	NCO	
fus	NCO	feu	_	FROLEX	NCO	
funz	NCO	fonts	masc	FROLEX	NCO	
fus	NCO	feu	masc	FROLEX	NCO	
fus	VER	fondre	_	FROLEX	VER	
fus	NCO	fût	_	FROLEX	NCO	
assur	NCO	azur	masc	LGERM	NCO	
ydles	NCO	idole	masc|fem	LGERM	NCO	
syrie	NPO	syrie	_	LGERM	NPO	
assur	NPO	assur	_	LGERM	NPO	
malfaiturs	NCO	malfaiteur	_	LGERM	NCO	
